key,value,source,comparable
ec_k,[35.2993333333 28.3333333333 28.3333333333 29.5203333333 28.3333333333 28.3333333333 29.5203333333 78.6123333333 33.3333333333 41.5203333333 45.4683333333 46.6553333333 45.0813333333 46.6553333333 45.4683333333 36.6553333333 37.8423333333 39.0293333333 37.8423333333 139.120633333 39.6391633333 38.4506933333 70.0232233333 68.4477533333 39.6332833333 212.031813333 232.394988333 1278.38072333 8491.17423333 91.7163333333 91.3719833333 87.8796333333 86.3482833333 85.6169333333 82.1245833333 132.788233333 1359.34069833 1340.74695333 1459.94320833 1407.31328333 1285.84830833 1223.59707162 1471.32832857 1662.0442069 1928.98580717 2208.60810541 1827.99911253 2020.51980235 2163.55224599 2297.45781272 2422.46601562 2518.57854133 2584.68042685 2655.99074464 2618.69109102 2501.24571228 2935.04277016 3385.36036362 3917.57588968 4569.6485035 5320.36104967 4725.78628724 5266.81015905 5943.37620756 6591.91818713 7419.12363124 8279.40472529 9266.80608863 10366.8073454 11597.6101158 13110.5015957 14535.2560539 16254.7130827 18195.5507913 20385.3851294 22785.6381785 25510.9244041 28536.7862089 31953.0415643 35765.9057136 40066.4443597 21101.2375544 22080.9612842 23077.1611869 24128.9140691 25284.2444744 26365.8408387 27586.4419165 28823.7615461 30158.8711728 31527.316295 32883.996286 34336.458918 35832.3770843 37423.9242214 39077.2931675 41251.0511106 43081.0466255 44976.0184801 46962.1098928 49026.7102682 42545.2219636 44061.9631866 45595.287356 47216.8489622 48933.7443151 50582.9179157 52395.3104285 54219.5701411 56142.0385015 58116.669211 60171.6132315 62288.6307397 64476.175152 66754.0603125 69143.4144202 71540.1859898 74082.3442197 76680.2385561 79372.2391649 82185.1826894 85085.6860139 88084.9910529 91184.4212251 94398.9878443 97811.0966432 101162.225751 104753.72087 108437.704795 112251.692496 116229.320448 120312.968563 124558.492692 128950.630017 133491.885745 138198.87244 143076.935193 148133.860152 153343.832546 158740.24295 164372.170979 125447.221562 128022.618184 130637.516822 133306.035729 136043.219806 138838.174747 141670.452692 144580.005346 147531.602965 150556.236174 153646.054198 156778.178004 159995.796252 163274.632019 166620.948058 170018.448784 173506.195834 177071.283165 180682.30565 184401.268915 212597.803654 218111.791633 223746.23424 229524.866262 235487.635026 241565.735278 247800.684823 254230.902518 260803.726197 267537.730176 274467.143046 281576.168075 288855.24359 296321.492334 303992.212236 311855.313074 319911.337639 328200.788339 336691.601713 345393.003315 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217 158817.74217],matlab_r2025a;octave_agrees,yes
ef,0.3,matlab_r2025a;octave_agrees,yes
ef_base,0.008,matlab_r2025a;octave_agrees,yes
ef_h,0.33,matlab_r2025a;octave_agrees,yes
exr_25,[-2.58214623333 -2.07258333333 -2.07258333333 -2.15941238333 -2.07258333333 -2.07258333333 -2.15941238333 -5.75049218333 -2.43833333333 -3.03721238333 -3.32600858333 -3.41283763333 -3.29769953333 -3.41283763333 -3.32600858333 -2.68133763333 -2.76816668333 -2.85499573333 -2.76816668333 -10.1459513283 -2.86888179783 -2.78194521733 -5.09147578683 -4.97623015633 -2.86845167583 -8.84537379733 -9.66302255233 -53.1722719953 -353.253607153 -2.21156833333 -2.25247590333 -2.13304517226 -2.09581590138 -2.0909240347 -1.97610432558 -3.97688004014 -48.8705117367 -49.1208418099 -52.5730257421 -49.5409952581 -44.039697016 -40.7453825308 -46.5222189951 -53.6149212126 -59.5029235019 -46.366568603 -33.5893776456 -35.6133564335 -36.4258207114 -36.8672008707 -36.9712324122 -36.457980466 -35.3948779094 -34.3592086741 -31.8593174294 -28.534111536 -31.1090385553 -33.1023488794 -35.1018928881 -37.2316928826 -38.9549852768 -32.5452248262 -34.6728438115 -37.3678925609 -39.4303461597 -42.1715585651 -44.5622344759 -47.0950821108 -49.5728215297 -51.978085036 -54.8793043641 -56.4346374162 -58.2378019929 -59.7457754332 -60.8425553756 -61.1837401401 -60.8779495058 -59.5691406368 -57.1605560338 -53.3056520012 -47.7648813699 -22.777232193 -23.8326635524 -24.8990284504 -26.0269869277 -27.2786675572 -28.422018208 -29.7342705284 -31.0551944571 -32.4899214944 -33.9537641854 -35.4683921252 -37.0947201017 -38.7634129547 -40.5415890526 -42.3841727469 -45.2086945452 -47.3391733688 -49.5490004277 -51.8726701967 -54.2937597383 -45.1684210557 -46.7827732536 -48.4055557369 -50.1304086491 -51.966129655 -51.1333410667 -50.3184944181 -49.3128679221 -48.2195042023 -46.9663563156 -45.5789375008 -44.02082201 -42.2923783372 -40.4058627142 -38.3716568795 -39.6704251987 -41.0937600999 -42.5265773912 -44.0079535089 -45.5792608739 -57.9532294687 -60.6650073274 -63.498934601 -66.4425026807 -69.6606445475 -70.6046338863 -71.6120186529 -72.5478510114 -73.4135562329 -74.1973907082 -74.8848681656 -75.5150026924 -75.9884109823 -76.3794171657 -76.6095112411 -80.1826075634 -83.9387337389 -87.8414987154 -91.961636715 -96.2423420006 -31.2428009653 -31.2726762265 -31.3017823589 -31.3343152902 -31.3680912229 -31.3995556155 -31.433564949 -31.4689629567 -31.5040147299 -31.538205397 -31.574446354 -31.6117825494 -31.6495827771 -31.6908089937 -31.7297822339 -31.769140452 -31.8126135754 -31.8536488357 -31.8950003653 -31.9405143736 -32.1411181383 -32.203457831 -32.2694348116 -32.3316559491 -32.3998421904 -32.4670445816 -32.5377812499 -32.6105458452 -32.6840720103 -32.759368719 -32.8361375192 -32.917162195 -32.9971107212 -33.0831031703 -33.1692219077 -33.2567867945 -33.3477733247 -33.4390051948 -33.5363749073 -33.6331631469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469 -32.4776021469],matlab_r2025a;octave_agrees,yes
ext_rockets,[-2.58214623333 -2.07258333333 -2.07258333333 -2.15941238333 -2.07258333333 -2.07258333333 -2.15941238333 -5.75049218333 -2.43833333333 -3.03721238333 -3.32600858333 -3.41283763333 -3.29769953333 -3.41283763333 -3.32600858333 -2.68133763333 -2.76816668333 -2.85499573333 -2.76816668333 -10.1459513283 -2.86888179783 -2.78194521733 -5.09147578683 -4.97623015633 -2.86845167583 -8.84537379733 -9.66302255233 -53.1722719953 -353.253607153 -2.21156833333 -2.25247590333 -2.13304517226 -2.09581590138 -2.0909240347 -1.97610432558 -3.97688004014 -50.8898906367 -49.2156128599 -52.6664069421 -49.6329866081 -44.130298516 -40.8345941808 -48.4542985951 -53.7877851126 -61.4588918019 -43.231568603 -33.5893776456 -35.6133564335 -36.4258207114 -36.8672008707 -36.9712324122 -36.457980466 -35.3948779094 -34.3592086741 -31.8593174294 -28.534111536 -31.1090385553 -33.1023488794 -35.1018928881 -37.2316928826 -38.9549852768 -32.5452248262 -34.6728438115 -37.3678925609 -39.4303461597 -42.1715585651 -44.5622344759 -47.0950821108 -49.5728215297 -51.978085036 -54.8793043641 -56.4346374162 -58.2378019929 -59.7457754332 -60.8425553756 -61.1837401401 -60.8779495058 -59.5691406368 -57.1605560338 -53.3056520012 -47.7648813699 -22.777232193 -23.8326635524 -24.8990284504 -26.0269869277 -27.2786675572 -28.422018208 -29.7342705284 -31.0551944571 -32.4899214944 -33.9537641854 -35.4683921252 -37.0947201017 -38.7634129547 -40.5415890526 -42.3841727469 -45.2086945452 -47.3391733688 -49.5490004277 -51.8726701967 -54.2937597383 -45.1684210557 -46.7827732536 -48.4055557369 -50.1304086491 -51.9455562175 -51.1323613792 -50.3175147306 -49.3118882346 -48.2185245148 -46.9654048431 -45.5779860283 -44.0198705375 -42.2914268647 -40.4049112417 -38.370705407 -39.6694737262 -41.0928086274 -42.5256259187 -44.0070020364 -45.5783094014 -47.1874569758 -48.8503828786 -50.5650704362 -52.3454557712 -54.2819778106 -54.4737521846 -54.7575804422 -54.9470534974 -55.0810444391 -55.198425073 -55.2071489257 -55.1719570493 -55.0609978332 -54.8717134655 -54.5968447604 -56.5344566362 -58.5375851698 -60.5877660375 -62.7098699388 -64.9415048999 -49.4726961826 -50.4955904627 -51.5197934163 -52.5658634155 -53.6531541273 -54.7602656941 -55.8699769377 -57.0241328431 -58.1791408177 -59.3749225397 -60.5978029403 -61.8235697279 -63.0947878816 -64.3923383192 -65.7141802834 -67.0415771135 -68.4176695749 -69.839339171 -71.2471342559 -72.729036979 -83.8994495799 -86.0834183834 -88.3042744445 -90.5739463977 -92.9471383778 -95.3354262371 -97.7848282059 -100.337173872 -102.932360534 -105.572242373 -108.31668371 -111.13364545 -113.998257622 -116.93766405 -119.969455295 -123.075627587 -126.241506371 -129.524376164 -132.873703026 -136.302482229 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454 -62.2058178454],matlab_r2025a;octave_agrees,yes
ext_total,[-2.58214623333 -2.07258333333 -2.07258333333 -1.71053738333 -1.17483333333 -0.725958333333 0.0849626166667 -2.60836718333 1.60154166667 2.34928761667 5.20261641667 10.5022873667 17.7994254667 27.1106623667 38.4193664167 52.5302873667 68.6029583167 87.8177542667 109.899458317 127.659922013 163.216982659 194.27776128 226.085215603 262.56354518 304.179452833 340.857731203 386.444780026 394.367043612 156.903392847 566.299181667 627.305274097 690.267204828 755.391309099 822.727450965 892.417895674 962.23711996 988.375777271 1062.24730101 1130.70197593 1205.04028058 1281.41971137 1355.82519408 1419.3608035 1485.9988314 1551.06273481 1643.2763064 1722.15351372 1788.25120957 1854.33480757 1920.4052042 1986.43735424 2053.69354954 2122.7283515 2193.24079333 2268.01691727 2346.9547355 2427.17140251 2516.488714 2615.88119865 2727.04643438 2852.64501472 2983.92729474 3130.14619093 3604.87445064 3832.7184304 4090.92809019 4383.62613307 4712.7767218 5081.32642349 5492.36925244 5948.77991635 6456.70259174 7018.85642604 7640.61169002 8327.48759436 9085.87668149 9922.44066237 10845.1146413 11862.4801102 12984.3826176 14221.6966424 14907.0612685 15567.5564596 16230.001858 16895.1706391 18500.0875382 20111.4567668 21729.9443979 23356.6975471 24992.6435759 26638.9473925 28296.2686208 29965.7287855 31668.2743755 33411.0559683 35173.1957536 36955.3780115 38760.9556271 40590.9107265 42447.046632 44331.3037403 46025.0230722 47736.4426616 49477.2333833 51248.2743472 52114.3593827 53013.6791945 53944.6864256 54908.6876001 55906.7364764 56940.102669 58010.0005496 59117.7500669 60264.679668 61452.1527726 62364.2285632 63316.2554135 64312.9681392 65356.0620614 66447.1340674 67587.8364406 68779.9746546 70025.3479868 71325.8376827 72683.3753059 74099.8845251 75579.3513596 77122.0976752 78730.5446731 80406.9670825 82153.7212226 83973.3787973 85868.4421679 87841.6008169 89895.6086543 92350.6759425 94890.0988178 97519.0770606 100240.789609 103058.483519 105975.508495 107746.126472 109536.19847 111362.951058 113227.114928 115129.437364 117070.722103 119051.784726 121073.398098 123136.437207 125241.710556 127390.097617 129277.412126 131201.250482 133164.489046 135167.937319 137212.438037 139298.788934 141427.851223 143600.560026 145817.720963 148666.50719 151598.267667 154605.893146 157691.3353 160856.553825 164103.703658 167434.858755 170852.152105 174357.874893 177954.314065 181643.757769 185428.646799 189311.477098 193294.756518 197381.068049 201573.097552 205873.596576 210285.315515 214811.185218 219454.147518 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182 219528.244182],matlab_r2025a;octave_agrees,yes
fossil_frac,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.9867 0.9734 0.9601 0.9468 0.9335 0.9202 0.9069 0.8936 0.8803 0.867 0.8537 0.8404 0.8271 0.8138 0.8 0.7667 0.7334 0.7001 0.6668 0.6335 0.6002 0.5669 0.5336 0.5003 0.467 0.4337 0.4004 0.3671 0.3338 0.3 0.2875 0.275 0.2625 0.25 0.2375 0.225 0.2125 0.2 0.1875 0.175 0.1625 0.15 0.1375 0.125 0.1125 0.1 0.0875 0.075 0.0625 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05],octave_8_4_only(matlab_v2.0_dropped),yes
frac,0.983333333333,matlab_r2025a;octave_agrees,yes
fsp.mass_kg,6600,matlab_r2025a;octave_agrees,yes
fsp.power_kw,40,matlab_r2025a;octave_agrees,yes
gc,[0.15 0.2 0.3],matlab_r2025a;octave_agrees,yes
geo_insurance_per_yr,15000,matlab_r2025a;octave_agrees,yes
geo_threshold,0.01,matlab_r2025a;octave_agrees,yes
gval,25000,matlab_r2025a;octave_agrees,yes
h2_attribution,0.5,matlab_r2025a;octave_agrees,yes
h2_co2_mult,12,matlab_r2025a;octave_agrees,yes
h2_per_gw_yr,150000,matlab_r2025a;octave_agrees,yes
hauler.life_yr,10,matlab_r2025a;octave_agrees,yes
hauler.maint_kg_yr,9,matlab_r2025a;octave_agrees,yes
hauler.mass_kg,1450,matlab_r2025a;octave_agrees,yes
hauler.throughput_yr,1500,matlab_r2025a;octave_agrees,yes
hauler_ore_frac,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99 0.98 0.97 0.96 0.95 0.94 0.93 0.92 0.91 0.9 0.89 0.88 0.87 0.86 0.85 0.84 0.83 0.82 0.81 0.8 0.79 0.78 0.77 0.76 0.75 0.74 0.73 0.72 0.71 0.7 0.69 0.68 0.67 0.66 0.65 0.64 0.63 0.62 0.61 0.6 0.59 0.58 0.57 0.56 0.55 0.54 0.53 0.52 0.51 0.5 0.49 0.48 0.47 0.46 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45],octave_8_4_only(matlab_v2.0_dropped),yes
i,201,matlab_r2025a;octave_agrees,yes
i160,161,matlab_r2025a;octave_agrees,yes
i200,201,matlab_r2025a;octave_agrees,yes
idx,13,matlab_r2025a;octave_agrees,yes
insitu_cost_per_kg,100,matlab_r2025a;octave_agrees,yes
ir_frac,0.15,matlab_r2025a;octave_agrees,yes
j,9,matlab_r2025a;octave_agrees,yes
k,4,octave_8_4_only(matlab_v2.0_dropped),yes
launch_cost,[6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 4000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000],matlab_r2025a;octave_agrees,yes
leo_cost_per_kg,500,matlab_r2025a;octave_agrees,yes
maint_armc,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3.15 3.15 3.3 3.45 3.6 3.6 3.75 3.9 4.05 4.2 4.35 4.5 4.65 4.8 4.95 5.1 5.25 5.55 5.7 5.85 6.15 6.3 6.6 6.75 7.05 7.2 7.5 7.8 7.95 8.25 8.55 5.25 5.25 5.4 5.55 5.7 5.7 5.85 6 6.15 6.15 6.3 6.45 6.6 6.75 6.9 7.05 7.2 7.35 7.5 7.65 9.75 10.05 10.35 10.5 10.8 11.1 11.4 11.7 12 12.3 12.6 12.9 13.2 13.65 13.95 14.25 14.7 15 15.45 15.9 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3],octave_8_4_only(matlab_v2.0_dropped),yes
maint_sinter,[7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.48 7.62666666667 7.92 8.21333333333 8.50666666667 8.8 9.09333333333 9.38666666667 9.82666666667 10.12 10.4133333333 10.8533333333 11.2933333333 11.5866666667 12.0266666667 12.4666666667 12.9066666667 13.3466666667 13.7866666667 14.2266666667 14.8133333333 15.2533333333 15.84 16.4266666667 17.0133333333 17.6 18.1866666667 18.7733333333 19.5066666667 20.24 20.8266666667 12.6133333333 12.9066666667 13.0533333333 13.3466666667 13.64 13.9333333333 14.2266666667 14.52 14.8133333333 15.1066666667 15.4 15.6933333333 15.9866666667 16.4266666667 16.72 17.0133333333 17.4533333333 17.7466666667 18.04 18.48 23.76 24.3466666667 25.08 25.6666666667 26.4 26.9866666667 27.72 28.4533333333 29.1866666667 29.92 30.6533333333 31.5333333333 32.2666666667 33.1466666667 34.0266666667 34.9066666667 35.7866666667 36.6666666667 37.6933333333 38.5733333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333 7.33333333333],matlab_r2025a;octave_agrees,yes
mf,0.9,matlab_r2025a;octave_agrees,yes
mkiii_life,15,matlab_r2025a;octave_agrees,yes
mkiii_mass_kg,1200,matlab_r2025a;octave_agrees,yes
mkiii_replace,20,matlab_r2025a;octave_agrees,yes
mkiii_target,1714,matlab_r2025a;octave_agrees,yes
molei.mass_kg,360,matlab_r2025a;octave_agrees,yes
molei.propellant_yr,5692,matlab_r2025a;octave_agrees,yes
molei_needed,[18 18 18 19 19 19 20 137 137 138 143 149 153 159 164 170 177 185 192 200 208 215 224 231 239 247 257 268 280 290 302 312 323 335 345 357 350 343 336 329 322 315 308 301 294 287 289 292 294 296 299 301 303 306 308 310 313 315 317 320 322 309 296 283 271 258 245 232 219 206 193 182 170 158 147 135 123 112 100 88 77 72 67 62 58 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53],matlab_r2025a;octave_agrees,yes
msr.life_yr,20,matlab_r2025a;octave_agrees,yes
msr.mass_kg,50000,matlab_r2025a;octave_agrees,yes
msr.power_mw,100,matlab_r2025a;octave_agrees,yes
mtype_bonus,0.1,matlab_r2025a;octave_agrees,yes
mult,0.5,matlab_r2025a;octave_agrees,yes
net_25,[-820.276146233 -757.072583333 -757.072583333 -766.518537383 -755.299833333 -754.850958333 -763.848037383 -1208.36936718 -796.648458333 -868.708712383 -897.887383583 -898.895712633 -873.932574533 -874.412337633 -848.920633583 -751.117712633 -740.478041683 -725.821245733 -687.806541683 -1571.64552392 -634.63005699 -587.622749786 -833.842559718 -777.934143503 -470.861554866 -1717.8400608 -1770.15295831 -7377.1094095 -46392.5437141 -601.156016303 -536.684629991 -454.133205454 -380.009007452 -307.117771928 -217.837833632 -419.996515831 -6722.41208278 -6790.32246556 -7332.94469849 -6937.62480141 -6166.35241252 -5718.46233979 -6666.18511064 -7859.6589371 -8912.19845893 -5489.01414549 -4028.25172253 -4473.4250219 -4808.98578827 -5138.21367007 -5468.62905313 -5750.96180377 -5990.69020933 -6285.93158245 -6356.70848331 -6287.27710434 -7480.62140546 -8735.71739052 -10226.9470866 -12046.510845 -14717.1852226 -12490.8979145 -13910.3759418 -15370.3154635 -17041.1850737 -19232.4898815 -21391.4079673 -23938.2485463 -26782.7636907 -29976.1547768 -33900.152001 -37628.2167608 -42131.7544362 -47227.7471612 -52995.9163484 -59346.3344921 -66576.9117086 -74636.6108477 -83761.4608228 -93977.4967546 -105474.473488 -41279.8769206 -43212.1265371 -45198.1196702 -47324.6602144 -47191.9183123 -48431.559935 -50057.9348137 -51724.993205 -53646.1346278 -55646.3141579 -57779.2874246 -60159.0388747 -62630.8121259 -65330.0455726 -68178.3914752 -71196.6274334 -74504.4478856 -77991.3002765 -81716.8426123 -85660.7252475 -60028.0230317 -62117.2565417 -64218.4896211 -66512.9476198 -70515.9283605 -68952.2209746 -67494.4582797 -65682.3369566 -63713.072625 -61450.8631534 -58944.2143175 -56125.89969 -52993.345495 -49572.3531069 -46753.2570236 -49542.6392478 -52571.965884 -55617.0209816 -58762.3299946 -62077.4345947 -98665.1622412 -104639.669665 -110873.268941 -117338.182989 -125156.54203 -127997.480711 -131003.681189 -133912.811842 -136742.942228 -139464.704307 -142057.210951 -144599.269784 -146904.408816 -149118.601165 -150777.955515 -158673.865677 -166986.591413 -175640.099531 -184774.440074 -194296.150736 67507.4941839 67210.4686029 66909.7662659 66597.5911717 66277.9485662 65957.4665783 65626.8306154 65287.9897971 64944.3298299 64596.732817 64239.2699091 63873.9097538 63501.5854108 63116.6778206 62729.6986589 62335.5619816 61927.1711015 61516.621064 61098.8440568 60665.9346743 55303.7427365 54610.0742629 53894.4657911 53170.9711386 52420.2851598 51655.5100788 50867.5325782 50058.7656595 49231.1527088 48382.4351179 47512.7645996 46616.131958 45702.3882222 44757.4461232 43792.0069552 42803.1490297 41786.4349137 40747.5275172 39674.4631788 38579.662927 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645 76859.5696645],matlab_r2025a;octave_agrees,yes
